timestamp,pm25,aqi,co2,temperature,humidity,mode,confidence,risk_level,reason,alerts
2026-03-14T16:40:32.629813+00:00,260,500,2334.35,21.25,16.96,recirculation,0.8038,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:40:36.623995+00:00,259.08,500,2336.05,21.7,14.76,recirculation,0.8069,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:40:40.632732+00:00,260,500,2320.48,20.5,13.28,recirculation,0.79,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:40:44.621328+00:00,260,500,2333.5,20.99,11.85,recirculation,0.798,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:41:03.865345+00:00,252.4,500,2359.31,21.07,11.35,recirculation,0.8006,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:41:07.631892+00:00,254.79,500,2338.85,25.88,10,recirculation,0.8394,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:41:07.850504+00:00,260,500,2353.2,27.23,10,recirculation,0.8347,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:41:09.237254+00:00,252.04,494.91,2448.4,27.08,11.25,recirculation,0.8334,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:41:10.417916+00:00,250.65,491.26,2467.5,27.93,10,recirculation,0.8249,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:41:14.528418+00:00,250.68,495.27,2450.33,27.42,12.08,recirculation,0.835,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:41:18.527722+00:00,251.82,500,2344.23,27.55,14.83,recirculation,0.8379,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:41:22.536768+00:00,260,500,2256.88,27.51,15.78,recirculation,0.8379,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:41:26.533955+00:00,256.87,500,2275.49,26.96,18.53,recirculation,0.8339,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:41:30.534338+00:00,259.07,497.39,2335.17,27.12,15.11,recirculation,0.8348,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:41:34.538357+00:00,258.12,499.75,2393.41,28.3,13.76,recirculation,0.831,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:41:38.524494+00:00,260,495.0,2367.7,27.87,12.98,recirculation,0.8337,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:41:40.609396+00:00,23.0,56.0,1000.0,19.0,40.0,fresh_air,0.9665,low,Fresh air selected to maintain air quality and comfort.,Cabin temperature is low.
2026-03-14T16:41:42.524834+00:00,254.95,494.95,2331.84,27.36,12.16,recirculation,0.835,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:41:46.525594+00:00,256.23,485.9,2304.37,27.9,11.14,recirculation,0.833,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:41:50.532319+00:00,260,500,2264.55,27.5,10,recirculation,0.833,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:41:54.533511+00:00,260,500,2343.87,27.43,10.24,recirculation,0.8347,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:41:58.533740+00:00,255.4,494.88,2382.9,27.93,12.56,recirculation,0.8332,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:42:02.525896+00:00,255.93,490.17,2412.75,27.13,10.2,recirculation,0.8316,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:42:06.533424+00:00,257.11,482.01,2428.47,26.68,10,recirculation,0.8365,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:42:10.631793+00:00,260,477.51,2481.01,26.35,12.04,recirculation,0.8392,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:42:14.633899+00:00,260,475.49,2500,25.95,12.18,recirculation,0.8392,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:42:18.628538+00:00,255.44,487.83,2500,26.1,11.37,recirculation,0.8406,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:42:22.623322+00:00,257.06,485.45,2500,31.23,22.8,recirculation,0.7705,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:42:26.622635+00:00,250.24,494.59,2500,30.65,22.48,recirculation,0.7787,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:42:30.633322+00:00,242.74,487.87,2500,30.17,19.51,recirculation,0.7758,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:42:34.634183+00:00,247.89,486.85,2500,29.76,19.1,recirculation,0.8019,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:42:38.624685+00:00,246.39,486.46,2500,29.28,19.58,recirculation,0.8236,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high. | Humidity is below comfort range.
2026-03-14T16:42:42.627999+00:00,239.37,492.57,2500,21.75,10,recirculation,0.8038,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:42:46.634622+00:00,242.69,488.94,2470.43,21.49,10.15,recirculation,0.8007,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:42:50.618689+00:00,238.8,495.75,2500,21.29,10.35,recirculation,0.8007,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:42:54.625387+00:00,236.33,482.55,2441.91,20.36,13.55,recirculation,0.79,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:42:58.629897+00:00,236.62,493.05,2500,21.15,14.71,recirculation,0.8002,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:43:02.620686+00:00,229.58,500,2500,21.72,14.86,recirculation,0.8069,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:43:06.635498+00:00,233.2,495.25,2500,22.0,12.13,recirculation,0.8129,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:43:18.632108+00:00,232.37,482.84,2500,21.6,11.21,recirculation,0.8017,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:44:18.630318+00:00,225.7,486.29,2422.01,21.25,10.07,recirculation,0.8007,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:45:18.628214+00:00,229.9,486.0,2468.93,20.32,10,recirculation,0.7924,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:46:18.624363+00:00,230.13,492.94,2500,20.18,10,recirculation,0.7838,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:47:18.624685+00:00,231.13,493.36,2500,19.71,11.77,recirculation,0.7917,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is low. | Humidity is below comfort range.
2026-03-14T16:48:18.627200+00:00,228.37,499.36,2485.37,20.08,11.47,recirculation,0.7921,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:48:24.047867+00:00,90.0,170.0,1400.0,24.0,50.0,recirculation,0.8715,high,"CONFLICT RESOLVED — CO2 (1400 ppm) AND pollution (PM2.5 90.0 µg/m³, AQI 170) are both above safe limits. Outside pollution threat outweighs CO2 risk — recirculation selected to block particulates.",PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended.
2026-03-14T16:49:18.624622+00:00,224.77,500,2500,19.96,13.97,recirculation,0.789,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is low. | Humidity is below comfort range.
2026-03-14T16:49:18.821664+00:00,20.29,33.14,1087.97,23.42,54.57,fresh_air,1.0,low,CO2 mildly elevated at 1088 ppm. Fresh air will improve air quality; all other parameters are normal.,CO2 is elevated; fresh air is recommended.
2026-03-14T16:49:23.085862+00:00,101.28,128.35,1076.57,22.57,52.73,recirculation,0.9904,high,Outside PM2.5 = 101.3 µg/m³ and AQI = 128 are elevated. Recirculation protects occupants from particulate matter; CO2 is within acceptable range.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended.
2026-03-14T16:49:27.082836+00:00,104.94,126.71,1098.41,22.7,54.21,recirculation,0.9971,high,Outside PM2.5 = 104.9 µg/m³ and AQI = 127 are elevated. Recirculation protects occupants from particulate matter; CO2 is within acceptable range.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended.
2026-03-14T16:49:31.078498+00:00,100.27,133.25,1088.9,21.72,53.07,recirculation,0.9898,high,Outside PM2.5 = 100.3 µg/m³ and AQI = 133 are elevated. Recirculation protects occupants from particulate matter; CO2 is within acceptable range.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended.
2026-03-14T16:49:32.563933+00:00,140.76,224.82,1095.53,22.17,54.28,recirculation,0.9906,critical,Outside PM2.5 = 140.8 µg/m³ and AQI = 225 are elevated. Recirculation protects occupants from particulate matter; CO2 is within acceptable range.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended.
2026-03-14T16:49:36.704925+00:00,142.22,226.17,1139.78,22.91,53.22,recirculation,0.9991,critical,Outside PM2.5 = 142.2 µg/m³ and AQI = 226 are elevated. Recirculation protects occupants from particulate matter; CO2 is within acceptable range.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended.
2026-03-14T16:49:40.704455+00:00,144.35,231.85,1222.5,22.86,50.51,recirculation,0.9487,critical,CO2 at 1222 ppm is elevated. Fresh air required to restore oxygen balance; outside pollution is within safe range.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended.
2026-03-14T16:49:44.706307+00:00,142.11,237.65,1232.62,22.81,51.81,recirculation,0.9091,critical,CO2 at 1233 ppm is elevated. Fresh air required to restore oxygen balance; outside pollution is within safe range.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended.
2026-03-14T16:49:48.701984+00:00,139.75,232.0,1287.85,22.5,51.68,recirculation,0.9928,critical,"CONFLICT RESOLVED — CO2 (1288 ppm) AND pollution (PM2.5 139.8 µg/m³, AQI 232) are both above safe limits. Outside pollution threat outweighs CO2 risk — recirculation selected to block particulates.",PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended.
2026-03-14T16:49:52.710848+00:00,142.9,237.5,1252.78,19.95,36.68,recirculation,0.9295,critical,"CONFLICT RESOLVED — CO2 (1253 ppm) AND pollution (PM2.5 142.9 µg/m³, AQI 238) are both above safe limits. Outside pollution threat outweighs CO2 risk — recirculation selected to block particulates.",PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is low.
2026-03-14T16:49:56.705152+00:00,141.56,238.66,1708.57,21.19,31.7,recirculation,0.9771,critical,"CONFLICT RESOLVED — CO2 (1709 ppm) AND pollution (PM2.5 141.6 µg/m³, AQI 239) are both above safe limits. Outside pollution threat outweighs CO2 risk — recirculation selected to block particulates.",PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:50:00.705547+00:00,139.52,233.44,1698.05,21.02,30.99,recirculation,0.9813,critical,"CONFLICT RESOLVED — CO2 (1698 ppm) AND pollution (PM2.5 139.5 µg/m³, AQI 233) are both above safe limits. Outside pollution threat outweighs CO2 risk — recirculation selected to block particulates.",PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:50:04.702300+00:00,141.86,229.7,1661.66,21.02,34.26,recirculation,0.9954,critical,"CONFLICT RESOLVED — CO2 (1662 ppm) AND pollution (PM2.5 141.9 µg/m³, AQI 230) are both above safe limits. Outside pollution threat outweighs CO2 risk — recirculation selected to block particulates.",PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
2026-03-14T16:50:08.717817+00:00,137.43,236.31,2110.26,27.37,45.53,fresh_air,0.8966,critical,"CRITICAL PRIORITY — CO2 at 2110 ppm has reached a dangerous level. Fresh air is mandatory to prevent hypoxia and cognitive impairment, overriding all other factors.",PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high.
2026-03-14T16:50:12.710427+00:00,137.74,245.1,2193.08,27.79,47.64,fresh_air,0.8809,critical,"CRITICAL PRIORITY — CO2 at 2193 ppm has reached a dangerous level. Fresh air is mandatory to prevent hypoxia and cognitive impairment, overriding all other factors.",PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high.
2026-03-14T16:50:16.706082+00:00,127.12,248.96,2181.65,27.05,47.19,fresh_air,0.9208,critical,"CRITICAL PRIORITY — CO2 at 2182 ppm has reached a dangerous level. Fresh air is mandatory to prevent hypoxia and cognitive impairment, overriding all other factors.",PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Cabin temperature is high.
2026-03-14T16:50:18.630174+00:00,250.61,500,2468.42,20.32,13.71,recirculation,0.79,critical,Outside air appears polluted; recirculation protects cabin occupants.,PM2.5 is above healthy range. | AQI is unhealthy for sensitive groups. | CO2 is elevated; fresh air is recommended. | Humidity is below comfort range.
